BusinessName,LicenseNumber,LicenseType,ServiceStreet,ServiceStreet2,ServiceUnitType,ServiceUnit,ServiceCity,ServiceCounty,ServiceState,ServiceZip,ServiceCountry,IssuedDate,MailingStreet,MailingStreet2,MailingUnitType,MailingUnit,MailingCity,MailingCounty,MailingState,MailingZip,MailingCountry
ORTHO-CLINICAL DIAGNOSTICS INC,1103786,TPS,1001 US HIGHWAY 202  ,,,,RARITAN,SOMERSET,NJ,088691424,USA,2015-12-23 00:00:00,404 WYMAN ST STE 425,,STE,425,WALTHAM,MIDDLESEX,MA,024511228,USA
ELEMENTS THERAPEUTIC MASSAGE,1026286,BOP,9343 E SHEA BLVD STE 120,,STE,120,SCOTTSDALE,MARICOPA,AZ,852606811,USA,2017-12-06 00:00:00,,,,,,,,,
HENRICH DESIGN,1049229,TPS,16097 N 82ND ST STE 200,,STE,200,SCOTTSDALE,MARICOPA,AZ,852601852,USA,2015-12-03 00:00:00,,,,,,,,,
HOWLING HELMETS,1112184,TPS,340 DURIAN ST  ,,,,VISTA,SAN DIEGO,CA,920835602,USA,2016-02-22 00:00:00,,,,,,,,,
TENNEN CONSTRUCTION,1131220,TPS,4702 E INDIAN SCHOOL RD  ,,,,PHOENIX,MARICOPA,AZ,850185418,USA,2016-10-28 00:00:00,,,,,,,,,
MOUNTAIN RETAIL LLC,1132743,TPS,59 OPTICAL AVE  ,,,,KEENE,CHESHIRE,NH,034314320,USA,2017-03-15 00:00:00,,,,,,,,,
POINT TO SHOOT LLC,1077548,TPS,5834 E FRIESS DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852543116,USA,2016-01-11 00:00:00,6501 E GREENWAY PKWY STE 103,PMB 215,STE,103,SCOTTSDALE,MARICOPA,AZ,852542070,USA
CERTIFIED CONSTRUCTION LLC,1041523,TPS,7700 E NIMITZ RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852669099,USA,2015-12-21 00:00:00,PO BOX 55641  ,,,,PHOENIX,MARICOPA,AZ,850785641,USA
HARBOR LINEN LLC,1127183,TPS,700 LIBERTY AVE  ,,,,UNION,UNION,NJ,070838107,USA,2016-05-26 00:00:00,2 FOSTER AVE  ,,,,GIBBSBORO,CAMDEN,NJ,080261114,USA
CLAYTON NATIONAL,1057055,BOP,8742 E VIA DE COMMERCIO  ,,,,SCOTTSDALE,MARICOPA,AZ,852583357,USA,2017-12-15 00:00:00,,,,,,,,,
BEYOND THE SURFACE SKIN CARE,1095021,TPS,10830 N 71ST PL STE 204,,STE,204,SCOTTSDALE,MARICOPA,AZ,852546106,USA,2014-04-24 00:00:00,7033 E GREENWAY PKWY STE 180,,STE,180,SCOTTSDALE,MARICOPA,AZ,852542079,USA
FRANK WALSH AND MARIA C WALSH,1131638,TPS,8001 E HUBBELL ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852572825,USA,2017-01-25 00:00:00,10446 N 74TH ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852581021,USA
CHRIS RIVERA & SALLY HALELA,1111227,TPS,9270 E THOMPSON PEAK PKWY UNIT 326,,UNIT,326,SCOTTSDALE,MARICOPA,AZ,852554545,USA,2015-12-09 00:00:00,14707 SE 172ND PL  ,,,,RENTON,KING,WA,980588805,USA
DDMK,1131319,TPS,39023 N 11TH AVE  ,,,,PHOENIX,MARICOPA,AZ,850867443,USA,2016-11-01 00:00:00,,,,,,,,,
ONE PUTT PROPERTIES LLC,0890879,BOP,10451 E SKINNER DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852624510,USA,2018-01-26 00:00:00,,,,,,,,,
WILDTREE HERBS INC,1033140,TPS,555 JEFFERSON BLVD  ,,,,WARWICK,KENT,RI,028861322,USA,2016-03-01 00:00:00,15 WELLINGTON RD  ,,,,LINCOLN,PROVIDENCE,RI,028654411,USA
REXEL INC,1070562,TPS,14951 DALLAS PKWY  ,,,,DALLAS,DALLAS,TX,752547892,USA,2016-01-05 00:00:00,251 LITTLE FALLS DR  ,,,,WILMINGTON,NEW CASTLE,DE,198081674,USA
FRASHERS DOLL AUCTIONS INC,0109825,TPS,2323 S MECKLIN SCHOOL RD  ,,,,OAK GROVE,JACKSON,MO,640757101,USA,2017-06-06 00:00:00,,,,,,,,,
COFFEY BUILDING,0936633,TPS,7430 E BUTHERUS DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852602450,USA,2007-12-28 00:00:00,701 MARINA BAY PL  ,,,,LINCOLN,LANCASTER,NE,685281443,USA
PUGET SOUND SERVICES INC,1029611,TPS,244 SYDNEY AVE N  ,,,,NORTH BEND,KING,WA,980458253,USA,2015-12-30 00:00:00,,,,,,,,,
INTERSTATE MECHANICAL CORP,0125018,TPS,1841 E WASHINGTON ST  ,,,,PHOENIX,MARICOPA,AZ,850341230,USA,2015-11-21 00:00:00,,,,,,,,,
KIM KELEPOURIS,1131469,TPS,4200 N 82ND ST UNIT 2015,,UNIT,2015,SCOTTSDALE,MARICOPA,AZ,852512772,USA,2016-11-08 00:00:00,8695 E TUCKEY LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852504939,USA
I E S RESIDENTIAL INC,1033460,TPS,10203 MULA CIR  ,,,,STAFFORD,FORT BEND,TX,774773326,USA,2015-12-15 00:00:00,5433 WESTHEIMER RD STE 500,,STE,500,HOUSTON,HARRIS,TX,770565339,USA
EPLUS GROUP INC,0144295,TPS,13595 DULLES TECHNOLOGY DR  ,,,,HERNDON,,VA,201713413,USA,2015-12-30 00:00:00,,,,,,,,,
PARNIMUS LLC,1092133,TPS,10946 N 111TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852593979,USA,2015-12-07 00:00:00,9701 N 133RD WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852596309,USA
STIEG & WACHTEL ORTHODONTICS,1014544,BOP,9002 E DESERT COVE DR STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852606275,USA,2017-12-08 00:00:00,7301 E 2ND ST STE 208,,STE,208,SCOTTSDALE,MARICOPA,AZ,852515610,USA
SOLAR ELECTRIC SYSTEMS & PRODU,1076298,TPS,2716 N OGDEN RD STE 105,,STE,105,MESA,MARICOPA,AZ,852151097,USA,2015-12-23 00:00:00,,,,,,,,,
WILGER ENTERPRISES INC,1105037,TPS,425 EDMON RD NE  ,,,,ALBUQUERQUE,BERNALILLO,NM,871074938,USA,2015-12-18 00:00:00,,,,,,,,,
OPTIMA DCH INC,0917228,TPS,630 VERNON AVE STE E,,STE,E,GLENCOE,COOK,IL,600221684,USA,2015-12-24 00:00:00,,,,,,,,,
1ST CHOICE SURFACES LLC,1039413,TPS,9520 N 7TH ST STE 2,,STE,2,PHOENIX,MARICOPA,AZ,850202195,USA,2016-03-25 00:00:00,,,,,,,,,
GREEN PROJECT LLC,1101236,TPS,2211 W 1ST ST STE 101,,STE,101,TEMPE,MARICOPA,AZ,852817251,USA,2015-11-21 00:00:00,2303 N 44TH ST STE 14-1516,,STE,14-1516,PHOENIX,MARICOPA,AZ,850082462,USA
ANDRUS PROPERTIES,1091478,TPS,7900 N 70TH AVE STE 106,,STE,106,GLENDALE,MARICOPA,AZ,853031336,USA,2015-12-16 00:00:00,,,,,,,,,
SCOTT E KUEPPERS,1120732,TPS,9670 E WINDROSE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852604609,USA,2016-01-27 00:00:00,6018 W WOOD DR  ,,,,GLENDALE,MARICOPA,AZ,853041125,USA
ARZ IMAGERY LLC,1132233,TPS,10207 E SALT BUSH DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852558636,USA,2017-02-28 00:00:00,10207 E SALT BUSH DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852558636,USA
VENTURA PACIFIC DEVELOPMENT IN,1095501,TPS,10371 N ORACLE RD STE 104,,STE,104,ORO VALLEY,PIMA,AZ,857379393,USA,2015-01-21 00:00:00,6720 E CAMINO PRINCIPAL STE 100,,STE,100,TUCSON,PIMA,AZ,857153909,USA
TOUR DE TAVERN,1124377,TPS,3622 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852515612,USA,2016-02-25 00:00:00,6501 E GREENWAY PKWY STE 103-464,,STE,103-464,SCOTTSDALE,MARICOPA,AZ,852542025,USA
COOL CONCRETE CREATIONS LLC,0920129,TPS,331 S RIVER DR STE 14,,STE,14,TEMPE,MARICOPA,AZ,852813028,USA,2015-12-31 00:00:00,331 S RIVER DR STE 14,,STE,14,TEMPE,MARICOPA,AZ,852813028,USA
CALIBER COLLISON CENTERS,1134916,BOP,8295 E RAINTREE DR STE K,,STE,K,SCOTTSDALE,MARICOPA,AZ,852602543,USA,2018-10-08 00:00:00,401 E CORPORATE DR STE 150,,STE,150,LEWISVILLE,DENTON,TX,750576449,USA
BERG BUILDERS,1103730,TPS,1210 W ALAMEDA DR STE 112,,STE,112,TEMPE,MARICOPA,AZ,852823340,USA,2014-12-31 00:00:00,,,,,,,,,
J C CONSIGN,1117058,TPS,14676 N FRANK LLOYD WRIGHT BLVD STE 121,,STE,121,SCOTTSDALE,MARICOPA,AZ,852602048,USA,2015-06-09 00:00:00,9733 E PINE VALLEY RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852603803,USA
TREE DOCTORS INC,1075526,TPS,1327 W SAN PEDRO ST  ,,,,GILBERT,MARICOPA,AZ,852332403,USA,2015-12-28 00:00:00,1415 W SAN ANGELO ST  ,,,,GILBERT,MARICOPA,AZ,852332408,USA
1137SR LLC,0936020,TPS,22214 N LA SENDA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852554263,USA,2015-12-21 00:00:00,22214 N LA SENDA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852554263,USA
LCF SYSTEMS INC,1023098,TPS,7755 E GELDING DR STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852606934,USA,2015-12-10 00:00:00,7755 E GELDING DR STE C105,,STE,C105,SCOTTSDALE,MARICOPA,AZ,852606934,USA
BNB HAIR DESIGN LLC,1122885,BOP,7146 E 1ST ST STE 12A,,STE,12A,SCOTTSDALE,MARICOPA,AZ,852515308,USA,2017-12-04 00:00:00,,,,,,,,,
FIBER AND FIRE,1115418,TPS,3663 E AMARILLO WAY  ,,,,SAN TAN VALLEY,PINAL,AZ,851404320,USA,2016-03-10 00:00:00,,,,,,,,,
SCOTTSDALE EXECUTIVE PARK,1126848,TPS,13951 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852543452,USA,2016-05-13 00:00:00,528 B ST  ,,,,SANTA ROSA,SONOMA,CA,954015211,USA
PATRICIA I JOHNSON PHD,0886458,BOP,14300 N NORTHSIGHT BLVD STE 229,,STE,229,SCOTTSDALE,MARICOPA,AZ,852603678,USA,2010-10-27 00:00:00,,,,,,,,,
HASKENS ARTS & CRAFTS,1028195,TPS,4037 W LAWRENCE LN  ,,,,PHOENIX,MARICOPA,AZ,850513661,USA,2015-12-16 00:00:00,,,,,,,,,
JP MORGAN CHASE BANK NA,0932448,TPS,10350 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852531427,USA,2015-12-14 00:00:00,1111 POLARIS PKWY  ,,,,COLUMBUS,DELAWARE,OH,432402031,USA
SECURE AGENT SOFTWARE,1045120,TPS,2448 E 81ST ST STE 2000,,STE,2000,TULSA,TULSA,OK,741374217,USA,2016-01-06 00:00:00,,,,,,,,,
TASTE BUDS,1106887,TPS,660 E BETSY LN  ,,,,GILBERT,MARICOPA,AZ,852964198,USA,2015-12-30 00:00:00,,,,,,,,,
SUN RISE BUSINESS CENTER, INC,1093514,TPS,11230 E PARADISE LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852558922,USA,2016-01-06 00:00:00,3519 E SHEA BLVD STE 137,,STE,137,PHOENIX,MARICOPA,AZ,850283343,USA
CLS AZ PROPERTIES LLC,1056945,TPS,9705 E GELDING DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852603884,USA,2016-01-25 00:00:00,595 CARRIAGE WAY  ,,,,DEERFIELD,LAKE,IL,600154534,USA
LODI GARAGE DOORS & MORE,1042001,TPS,3231 W VIRGINIA AVE  ,,,,PHOENIX,MARICOPA,AZ,850091526,USA,2015-12-09 00:00:00,,,,,,,,,
SINUS & ALLERGY WELLNESS CENTE,1133587,BOP,8573 E PRINCESS DR STE B111,,STE,B111,SCOTTSDALE,MARICOPA,AZ,852557819,USA,2018-11-23 00:00:00,,,,,,,,,
SLEEP SOURCE,0935585,TPS,32619 N SCOTTSDALE RD STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852621521,USA,2016-01-06 00:00:00,42211 N 41ST DR STE 101,,STE,101,PHOENIX,MARICOPA,AZ,850863811,USA
FIRST WESTERN TRUST BANK,1016924,BOP,7025 N SCOTTSDALE RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852533668,USA,2018-01-19 00:00:00,1900 16TH ST STE 1200,,STE,1200,DENVER,DENVER,CO,802025251,USA
INNOVATIVE RETIREMENT SOLUTION,1118859,BOP,10565 N 114TH ST STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852594942,USA,2017-11-30 00:00:00,PO BOX 6274  ,,,,SCOTTSDALE,MARICOPA,AZ,852616274,USA
ELDER-JONES INC,0918086,TPS,1120 E 80TH ST STE 211,,STE,211,BLOOMINGTON,HENNEPIN,MN,554201463,USA,2016-01-27 00:00:00,,,,,,,,,
DRY FORCE INC,0937078,TPS,1819 N ROSEMONT STE 103,,STE,103,MESA,MARICOPA,AZ,852053222,USA,2016-05-05 00:00:00,PO BOX 22230  ,,,,MESA,MARICOPA,AZ,852772230,USA
IRON MOUNTAIN INFO MGMT SVCS I,1094934,TPS,745 ATLANTIC AVE  ,,,,BOSTON,SUFFOLK,MA,021112735,USA,2016-04-01 00:00:00,1101 ENTERPRISE DR  ,,,,ROYERSFORD,MONTGOMERY,PA,194684201,USA
ZORBAS ADULT SHOP,0006886,TPS,2924 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852517208,USA,2015-12-04 00:00:00,,,,,,,,,
X L T COR INC,0123881,TPS,6215 S 28TH ST  ,,,,PHOENIX,MARICOPA,AZ,850424714,USA,2015-12-17 00:00:00,PO BOX 14402  ,,,,SCOTTSDALE,MARICOPA,AZ,852674402,USA
RED 7 MEDIA,1084080,BOP,14809 N 73RD ST STE 203,,STE,203,SCOTTSDALE,MARICOPA,AZ,852603104,USA,2018-05-07 00:00:00,,,,,,,,,
O LONGEVITY & WELLNESS PLLC,1134270,BOP,9821 N 95TH ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852584589,USA,2018-04-16 00:00:00,,,,,,,,,
MEDASSETS NET REVENUE SYSTEMS,1051341,TPS,200 N POINT CTR E STE 600,,STE,600,ALPHARETTA,FULTON,GA,300221508,USA,2015-11-21 00:00:00,40 SHUMAN BLVD STE 160,,STE,160,NAPERVILLE,DU PAGE,IL,605638650,USA
DESERT SERVICES/SWPP SOLUTIONS,1046110,BOP,8040 E CHARTER OAK RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852605225,USA,2017-12-18 00:00:00,PO BOX 14695  ,,,,SCOTTSDALE,MARICOPA,AZ,852674695,USA
AJF CUSTOM HOMES LLC,1014926,TPS,8533 E OVERLOOK DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852556495,USA,2015-12-30 00:00:00,PO BOX 27705  ,,,,SCOTTSDALE,MARICOPA,AZ,852550145,USA
SHOE PALACE,1096490,TPS,7014 E CAMELBACK RD STE 2010,,STE,2010,SCOTTSDALE,MARICOPA,AZ,852518201,USA,2015-12-30 00:00:00,755 JARVIS DR  ,,,,MORGAN HILL,SANTA CLARA,CA,950372810,USA
COMMERCIAL AVIATION INTERNATIO,1032606,BOP,16033 N 77TH ST STE C,,STE,C,SCOTTSDALE,MARICOPA,AZ,852601218,USA,2017-12-06 00:00:00,16033 N 77TH ST STE C,,STE,C,SCOTTSDALE,MARICOPA,AZ,852601218,USA
NEW LIFE REAL ESTATE,1130600,BOP,3005 N 67TH PL STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852516014,USA,2018-01-26 00:00:00,PO BOX 2405  ,,,,SCOTTSDALE,MARICOPA,AZ,852522405,USA
TOMS THUMB FRESH MARKET,1072903,TPS,9393 E BELL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852601500,USA,2016-01-04 00:00:00,,,,,,,,,
SPECTROTEL INC,1132572,TPS,3535 STATE ROUTE 66 STE 7,,STE,7,NEPTUNE,MONMOUTH,NJ,077532625,USA,2017-02-07 00:00:00,242 RANGELINE RD  ,,,,LONGWOOD,SEMINOLE,FL,327504035,USA
STRATIX CORPORATION,1096735,TPS,4920 AVALON RIDGE PKWY  ,,,,NORCROSS,GWINNETT,GA,300711572,USA,2015-12-09 00:00:00,,,,,,,,,
GANEM CONSTRUCTION LLC,1058350,TPS,1725 W WILLIAMS DR STE 4,,STE,4,PHOENIX,MARICOPA,AZ,850271341,USA,2015-12-31 00:00:00,,,,,,,,,
EBIS LAW PLLC,1133172,BOP,17470 N PACESETTER WAY STE 123,,STE,123,SCOTTSDALE,MARICOPA,AZ,852555445,USA,2017-12-06 00:00:00,,,,,,,,,
SP DESIGNS,1074740,TPS,26021 N 108TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852558111,USA,2013-02-26 00:00:00,,,,,,,,,
THERMO FLUIDS INC,1119494,TPS,4301 W JEFFERSON ST  ,,,,PHOENIX,MARICOPA,AZ,850433930,USA,2015-12-21 00:00:00,2600 N CENTRAL EXPY STE 200,,STE,200,RICHARDSON,COLLIN,TX,750802055,USA
KATHY ZIMMERMAN PHOTOGRAPHY,1079349,TPS,1221 E GLENN DR  ,,,,PHOENIX,MARICOPA,AZ,850205423,USA,2016-04-18 00:00:00,,,,,,,,,
RICEBRAN TECHNOLOGIES,1086998,BOP,9171 E BELL RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852601572,USA,2018-01-23 00:00:00,,,,,,,,,
DESERT DIMENSIONS PROPERTIES,1131831,TPS,7975 N HAYDEN RD STE D-285,,STE,D-285,SCOTTSDALE,MARICOPA,AZ,852583246,USA,2016-12-20 00:00:00,,,,,,,,,
THE HEALING QUEST,1061884,BOP,7375 E 6TH AVE STE 10,,STE,10,SCOTTSDALE,MARICOPA,AZ,852513427,USA,2017-12-12 00:00:00,6910 E 5TH AVE STE 1,,STE,1,SCOTTSDALE,MARICOPA,AZ,852513814,USA
HYSTER-YALE GROUP INC,0871829,TPS,1400 SULLIVAN DR  ,,,,GREENVILLE,PITT,NC,278349007,USA,2015-11-21 00:00:00,1400 SULLIVAN DR  ,,,,GREENVILLE,PITT,NC,278349007,USA
SANDSTORM CONSTRUCTION LLC,0139537,TPS,3719 W WINDROSE DR  ,,,,PHOENIX,MARICOPA,AZ,850292034,USA,2015-12-15 00:00:00,,,,,,,,,
FREY-MOSS STRUCTURES INC,1124607,TPS,1801 ROCKDALE INDUSTRIAL BLVD NW  ,,,,CONYERS,ROCKDALE,GA,300123939,USA,2016-03-01 00:00:00,PO BOX 459  ,,,,CONYERS,ROCKDALE,GA,300120459,USA
MODULAR SOLUTION LTD,1090579,TPS,5439 S 43RD AVE  ,,,,PHOENIX,MARICOPA,AZ,850413207,USA,2015-12-18 00:00:00,PO BOX 15507  ,,,,PHOENIX,MARICOPA,AZ,850605507,USA
WILD WEST LIGHTING,0887639,BOP,15550 N 84TH ST STE 201,,STE,201,SCOTTSDALE,MARICOPA,AZ,852601836,USA,2018-01-25 00:00:00,,,,,,,,,
ELECTROSONIC SYSTEMS INC,0915783,TPS,10320 BREN RD E  ,,,,MINNETONKA,HENNEPIN,MN,553439048,USA,2015-12-16 00:00:00,,,,,,,,,
CYPRESS AND MYRTLE DIVINE DESI,1091268,TPS,9106 E PARADISE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852606892,USA,2017-04-28 00:00:00,,,,,,,,,
FIVE SEASONS HEALTH,1091516,TPS,8715 E VIA DE COMMERCIO  ,,,,SCOTTSDALE,MARICOPA,AZ,852583328,USA,2015-12-09 00:00:00,,,,,,,,,
E2 GPS,1104680,TPS,15030 N HAYDEN RD STE 115,,STE,115,SCOTTSDALE,MARICOPA,AZ,852602564,USA,2016-02-01 00:00:00,,,,,,,,,
CHUDECKE FAMILY REVOCABLE TRUS,1122170,TPS,4032 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852514444,USA,2015-12-16 00:00:00,4414 N CIVIC CENTER PLZ STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852513563,USA
SIMONSON BUILDINGS INCORPORATE,0106996,TPS,4228 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852513910,USA,2015-12-09 00:00:00,3402 N 36TH ST  ,,,,PHOENIX,MARICOPA,AZ,850185728,USA
DOMINO'S PIZZA LLC #7657,0890459,TPS,6929 N HAYDEN RD STE C5,,STE,C5,SCOTTSDALE,MARICOPA,AZ,852507970,USA,2015-12-16 00:00:00,PO BOX 1463  ,,,,ANN ARBOR,WASHTENAW,MI,481061463,USA
FOUR SEASONS CATERING COMPANY,0133134,TPS,7601 E GRAY RD STE H,,STE,H,SCOTTSDALE,MARICOPA,AZ,852606974,USA,2015-12-18 00:00:00,,,,,,,,,
THE SIDE DOOR,1021710,TPS,3370 N HAYDEN RD STE 126,,STE,126,SCOTTSDALE,MARICOPA,AZ,852516632,USA,2015-11-21 00:00:00,,,,,,,,,
PICASSO TILE & STONEWORK,1082014,TPS,1700 W DRAKE DR  ,,,,TEMPE,MARICOPA,AZ,852834315,USA,2015-12-24 00:00:00,,,,,,,,,
ART FOR THE HZARTS,1130819,TPS,16926 W NOTTINGHAM WAY  ,,,,SURPRISE,MARICOPA,AZ,853740811,USA,2016-10-13 00:00:00,,,,,,,,,
NATURAL NAILS BY SILVA,1046276,BOP,7403 E 6TH AVE STE 3,,STE,3,SCOTTSDALE,MARICOPA,AZ,852513537,USA,2018-01-26 00:00:00,,,,,,,,,
TNT CONCRETE CUTTING,0136558,TPS,938 E ROCKWELL DR  ,,,,CHANDLER,MARICOPA,AZ,852258492,USA,2008-01-08 00:00:00,515 E CAREFREE HWY STE 917,,STE,917,PHOENIX,MARICOPA,AZ,850858839,USA
INTERIORS BY DESIGN,0899312,TPS,19550 N 84TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852553960,USA,2007-12-19 00:00:00,,,,,,,,,
HAAKER EQUIPMENT COMPANY,1120943,TPS,3848 E ROESER RD  ,,,,PHOENIX,MARICOPA,AZ,850409011,USA,2015-12-02 00:00:00,2070 N WHITE AVE  ,,,,LA VERNE,LOS ANGELES,CA,917505679,USA
7250 E MCKINLEY LLC,1111350,TPS,7902 E WILLETTA ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852573757,USA,2015-11-21 00:00:00,6501 E GREENWAY PKWY STE 103-101,,STE,103-101,SCOTTSDALE,MARICOPA,AZ,852542025,USA
UPTIGHT CARPET AND DECORATING,1007154,TPS,1551 N DYSART RD  ,,,,AVONDALE,MARICOPA,AZ,853921230,USA,2015-12-08 00:00:00,,,,,,,,,
WHOLESELF ACUPUNCTURE AND HERB,1122208,TPS,7120 E INDIAN SCHOOL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852513855,USA,2015-12-18 00:00:00,7878 E GAINEY RANCH RD UNIT 53,,UNIT,53,SCOTTSDALE,MARICOPA,AZ,852581770,USA
METAFILE INFORMATION SYSTEMS,1067379,TPS,2900 43RD ST NW  ,,,,ROCHESTER,OLMSTED,MN,559014293,USA,2015-12-23 00:00:00,3428 LAKERIDGE PL NW  ,,,,ROCHESTER,OLMSTED,MN,559016571,USA
ARIZONA PROFESSIONAL PAINTING,1054925,TPS,5424 S 39TH ST STE 4,,STE,4,PHOENIX,MARICOPA,AZ,850409085,USA,2015-12-09 00:00:00,,,,,,,,,
PANDORA #221,1122836,TPS,15323 N SCOTTSDALE RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852542673,USA,2016-01-11 00:00:00,PO BOX 1908  ,,,,SEATTLE,KING,WA,981111908,USA
SALON SERVICES & SUPPLIES INC,1123702,TPS,14891 N NORTHSIGHT BLVD STE 136,,STE,136,SCOTTSDALE,MARICOPA,AZ,852602636,USA,2016-02-03 00:00:00,740 SW 34TH ST  ,,,,RENTON,KING,WA,980574814,USA
ARIZONA SUN DANCE STUDIO,1061988,TPS,4151 N MARSHALL WAY STE B,,STE,B,SCOTTSDALE,MARICOPA,AZ,852513839,USA,2015-12-21 00:00:00,2915 E EMILE ZOLA AVE  ,,,,PHOENIX,MARICOPA,AZ,850326008,USA
SALON 105,1123325,BOP,10401 N SCOTTSDALE RD STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852531568,USA,2018-02-09 00:00:00,,,,,,,,,
CRYSTAL COSMETIC SURGERY CENTE,1056591,BOP,8876 E PINNACLE PEAK RD STE 107,,STE,107,SCOTTSDALE,MARICOPA,AZ,852553607,USA,2018-04-24 00:00:00,,,,,,,,,
ROGER J JUSSEAUME FAMILY TRUST,1116573,TPS,10317 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852534527,USA,2015-11-21 00:00:00,6363 S KYRENE RD  ,,,,TEMPE,MARICOPA,AZ,852831736,USA
MANHATTAN ASSOCIATES INC,1057087,TPS,2300 WINDY RIDGE PKWY SE FL 10,,FL,10,ATLANTA,COBB,GA,303395615,USA,2015-11-21 00:00:00,,,,,,,,,
TARGET STORE T-1327,0881021,TPS,32351 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852661513,USA,2015-11-21 00:00:00,33 S 6TH ST  CC1028,,,CC1028,MINNEAPOLIS,HENNEPIN,MN,554023601,USA
FLINT TRADING INC,1010337,TPS,115 TODD CT  ,,,,THOMASVILLE,DAVIDSON,NC,273603233,USA,2016-01-12 00:00:00,PO BOX 404  ,,,,ENNIS,ELLIS,TX,751200404,USA
TIERRA MARKETING SERVICE,0919806,TPS,9170 E BAHIA DR STE 103A,,STE,103A,SCOTTSDALE,MARICOPA,AZ,852601581,USA,2015-12-09 00:00:00,,,,,,,,,
BLS MECHANICAL LLC,1124515,TPS,708 S SAN JOSE  ,,,,MESA,MARICOPA,AZ,852022622,USA,2016-03-01 00:00:00,,,,,,,,,
GM FINANCIAL LEASING,1034051,TPS,801 CHERRY ST STE 3500,,STE,3500,FORT WORTH,TARRANT,TX,761026854,USA,2016-01-06 00:00:00,PO BOX 1990  ,,,,FORT WORTH,TARRANT,TX,761011990,USA
WILSON CAMERA AND PORTRAIT STU,0130504,TPS,4320 N MILLER RD STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852513606,USA,2015-12-28 00:00:00,4320 N MILLER RD STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852513606,USA
TRANSACTION NETWORK SERVICES I,1103338,TPS,10740 PARKRIDGE BLVD STE 100,,STE,100,RESTON,FAIRFAX,VA,201915428,USA,2016-01-06 00:00:00,10740 PARKRIDGE BLVD STE 100,,STE,100,RESTON,FAIRFAX,VA,201915428,USA
PAUL JOHNSON DRYWALL INC,1121999,TPS,1620 WILLOW CREEK RD  ,,,,PRESCOTT,YAVAPAI,AZ,863011108,USA,2016-03-24 00:00:00,,,,,,,,,
SCOTTSDALE HAND & FOOT SPA,1095813,BOP,9397 E SHEA BLVD STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852607128,USA,2018-01-17 00:00:00,,,,,,,,,
